die Inflation|inflation|Bei der deutschen Inflation 1914 bis 1923 hat das Geld radikal an Wert verloren.|With the German inflation from 1914 to 1923, the money radically lost value.
murmeln|to mumble, mutter|Die Kinder murmeln leise, als die Lehrerin sich umdreht.|The children mumble softly as the teacher turns around.
die Plattform|platform|Im Internet gibt es eine Plattform, um Informationen auszutauschen.|There is a platform on the internet for exchanging information.
dominieren|to dominate|Für eine gute Erziehung musst du deinen Hund dominieren.|For a good upbringing, you have to dominate your dog.
einräumen|to put away, admit, concede|Ich helfe Klara dabei, ihre Einkäufe aus dem Supermarkt in ihr Auto einzuräumen.|I help Klara to put her groceries from the supermarket into her car.
herausstellen (sich)|to emphasize, turn out|Es stellt sich heraus, dass Anja lügt.|It turns out Anja is lying.
die Kleidung|clothes|Mein Baby braucht neue Kleidung, wenn es Sommer wird.|My baby needs new clothes when summer arrives.
vereinen|to unite|Du vereinst alle guten Eigenschaften deiner Eltern.|You unite all the good qualities of your parents.
der Bundesrat|Bundesrat|Im Bundesrat werden wichtige Entscheidungen für das Land getroffen.|The Bundesrat makes important decisions for the country.
abbrechen|to break off, stop|Ich muss den Kontakt zu Lisa abbrechen, sie tut mir nicht gut.|I have to break off contact with Lisa, she’s not doing me any good.
die Aufklärung|enlightenment, solution|Die Polizei bittet um Hilfe bei der Aufklärung eines Mordes.|Police are asking for help in the solution of a murder.
auskommen|to get by, get on, manage|Ab sofort müssen wir mit weniger Geld auskommen.|From now on, we have to make do with less money.
denkbar|conceivable|Es ist denkbar, dass Jens die Schule abbricht.|It is conceivable that Jens could drop out of school.
der Fernseher|television|Ich kaufe morgen einen Fernseher für unsere Wohnung.|I’m buying a television for our apartment tomorrow.
der Italiener|Italian|Jeden Freitag essen wir Pizza beim Italiener.|Every Friday we have pizza at the Italian restaurant.
mangeln|to lack, be missing|An neuen Angeboten mangelt es in diesem Supermarkt nicht.|There is no shortage of new offers in this supermarket.
die Schönheit|beauty|Meine Tochter ist eine wahre Schönheit.|My daughter is a true beauty.
verarbeiten|to use, process, assimilate|Es dauert noch lange, den Tod meiner Eltern zu verarbeiten.|It will take a long time to process the death of my parents.
verkünden|to announce|Mia und Steffen verkünden, dass sie ein Baby bekommen.|Mia and Steffen announce that they are having a baby.
Dänemark|Denmark|Während des Zweiten Weltkriegs war Dänemark besetzt.|Denmark was occupied during World War II.
dazwischen|in between, between (them), among (them)|Es passt nichts dazwischen.|Nothing fits in between.
einsteigen|to board, get in|Er steigt in das Auto ein und fährt weg.|He gets into the car and drives away.
Tibet|Tibet|Tibet wird oft als das Dach der Welt bezeichnet.|Tibet is often called the roof of the world.
die Webseite|website|Seit gestern hat unserer Universität eine neue Webseite.|Since yesterday our university has a new website.
widersprechen|to contradict|Als Kind sollst du deinen Eltern nicht widersprechen.|As a child, you shouldn’t contradict your parents.
der Besitzer|owner|Das Haus gehört nicht mir sondern Paul, er ist der Besitzer.|The house isn’t mine. Paul is the owner.
japanisch|Japanese|In Leipzig gibt es viele Restaurants, die japanisches Essen anbieten.|There are many restaurants in Leipzig offering Japanese food.
japanisch|Japanese|Das Japanische unterscheidet sich sehr vom Deutschen.|Japanese differs a lot from German.
ärgern|to annoy|Ich möchte nicht, dass du deinen kleinen Bruder ärgerst.|I don’t want you to annoy your little brother.
die Persönlichkeit|personality, celebrity|Mein kleiner Bruder hat schon eine eigene Persönlichkeit entwickelt.|My little brother has already developed his own personality.
die Truppe|troops, unit|Die Freunde von Klara sind eine lustige Truppe.|Klara’s friends are a funny group.
ausdrücklich|explicit|Ich möchte ausdrücklich betonen, dass diese Idee nicht von mir ist.|I would like to emphasize explicitly that this idea is not mine.
die Einschätzung|opinion, assessment, evaluation|Seine Einschätzung der politischen Lage ist recht positiv.|His assessment of the political situation is quite positive.
funktionell|functional|Die Möbel von Egon Eiermann sind schön und funktionell.|Egon Eiermann’s furniture is beautiful and functional.
das Gewebe|fabric, tissue|Der Arzt untersucht das menschliche Gewebe nach Schäden.|The doctor examines the human tissue for damage.
das Resultat|result|Heute veröffentlichen sie die ersten Resultate des Experiments.|Today they publish the first results of the experiment.
die Verwandte|relative|Zur Hochzeit sind alle Verwandten eingeladen.|All relatives are invited to the wedding.
die Anordnung|order|Der Prozess beginnt mit einer Anordnung des Richters.|The trial begins with an order from the judge.
aufwachen|to wake up|Ich wache jeden Morgen zur gleichen Zeit auf.|I wake up every morning at the same time.
die Kasse|cash register, checkout|Wenn ich fertig mit dem Einkauf bin, gehe ich zur Kasse.|When I’m done shopping, I go to the checkout.
Schulden|debt|Die Schulden des Unternehmens betragen mehr als eine Millionen Euro.|The company’s debt amounts to more than one million euros.
der Hinblick|view|Im Hinblick auf die jüngsten Ereignisse müssen wir unser Vorgehen ändern.|In view of the recent events, we need to change our approach.
die Last|load, burden|Die Last der Verantwortung ist oft schwer zu tragen.|The burden of responsibility is often difficult to bear.
das Zuhause|home|Für Kinder ist es besonders wichtig, ein richtiges Zuhause zu haben.|It is particularly important for children to have a real home.
das Zuhause|at home|Du kannst mich zu Hause besuchen.|You can visit me at home.
einheitlich|uniform, standardized|Wir brauchen einheitliche Regeln, die für alle gelten.|We need uniform rules that apply to everyone.
fünfzehn|fifteen|Der Test dauert fünfzehn Minuten.|The test takes fifteen minutes.
überschreiten|to exceed|Die finalen Kosten sollten 10.000 Euro nicht überschreiten.|The final cost should not exceed 10,000 euros.
die Version|version|Die Firma bringt eine neue Version für das Programm heraus.|The company is releasing a new version for the program.
die Zunge|tongue|Der kleine Junge streckt die Zunge heraus.|The little boy sticks out his tongue.
dänisch|Danish|Die dänische Hauptstadt heißt Kopenhagen.|The Danish capital is called Copenhagen.
dänisch|Danish|Ich möchte gern Dänisch lernen.|I would like to learn Danish.
die Einladung|invitation|Emma schreibt 50 Einladungen für ihren Geburtstag.|Emma writes 50 invitations for her birthday.
die Vielzahl|multitude|Es gibt eine Vielzahl an interessanten Büchern zu diesem einen Thema.|There is a multitude of interesting books on this one topic.
der Arbeitgeber|employer|Ihr Arbeitgeber bemüht sich um gute Bedingungen bei der Arbeit.|Her employer strives for good conditions at work.
die Höhle|cave|Im Berg gibt es mehrere Höhlen.|There are several caves in the mountain.
die Lücke|gap|Füllen Sie die Lücken im Text mit den folgenden Wörtern.|Fill the gaps in the text with the following words.
mehrmals|repeatedly|Sie ruft mehrmals am Tag ihre kranke Mutter an.|She calls her sick mother repeatedly each day.
subjektiv|subjective|Der Bericht beinhaltet viele subjektive Interpretationen.|The report contains many subjective interpretations.
unangenehm|unpleasant|Der Tee hinterlässt einen komischen Geschmack im Mund.|The tea leaves a strange taste in the mouth.
das Wirtschaftsforum|economic forum|Das jährliche Wirtschaftsforum bietet Gelegenheit für einen Austausch zwischen Unternehmen.|The annual economic forum offers an opportunity for an exchange between companies.
die Angelegenheit|matter, affair|Die Entscheidung ist eine private Angelegenheit.|The decision is a private matter.
charakteristisch|characteristic|Die vielen Brücken und engen Straßen sind charakteristisch für Amsterdam.|The many bridges and narrow streets are characteristic of Amsterdam.
die Einnahme|income, receipts, revenue|Das Unternehmen hat genug Einnahmen, um eine neue Maschine zu kaufen.|The company has enough income to buy a new machine.
der Islam|Islam|Im Islam glauben die Menschen an einen Gott, der Allah genannt wird.|In Islam, people believe in a god called Allah.
basieren|to be based on|Der Film basiert auf einer wahren Geschichte.|The movie is based on a true story.
einkaufen|to shop|Miriam und Ivana kaufen die Lebensmittel für das Abendessen ein.|Miriam and Ivana are shopping for the food for dinner.
eintragen|to enter, record, register|Ich trage mich für drei Seminare ein.|I’m registering for three seminars.
der Vortrag|lecture|Sie hält einen Vortrag über die Wahlen in Frankreich.|She’s giving a lecture on the elections in France.
das Zelt|tent|Die Kinder schlafen in einem Zelt unter freiem Himmel.|The children sleep in a tent under the open sky.
zusammensetzen|to put together|Wir müssen alle Teile wieder zusammensetzen.|We have to put all the pieces back together.
bedanken (sich)|to thank|Laura bedankt sich bei ihren Gästen für die vielen Geschenke.|Laura thanks her guests for the many gifts.
die Brille|glasses|Paula kann ohne ihre Brille nichts sehen.|Paula can’t see anything without her glasses.
die Sammlung|collection|Pauline hat so viele Bücher, sie zeigt mir morgen ihre Sammlung.|Pauline has so many books, she’s showing me her collection tomorrow.
verschließen|to close, lock|Du musst das Haus richtig verschließen, wenn wir in den Urlaub fahren.|You have to lock the house properly when we go on vacation.
der Entwurf|sketch, design, draft|Johannes arbeitet an einem Entwurf für das neue Theater, das bald gebaut werden soll.|Johannes is working on a design for the new theater, which is to be built soon.
seither|since then|Ich habe diese Stadt vor zehn Jahren verlassen und seither hat sich dort nichts verändert.|I left this town ten years ago and nothing has changed since then.
ansagen|to announce|Der Chef sagt den Arbeitern an, was sie tun sollen.|The boss announces to the workers what they should do.
hemmen|to inhibit, hinder|Die Angst vor einer schlechten Note hemmt meine Leistungen in der Schule.|The fear of a bad grade inhibits my performance in school.
die Intelligenz|intelligence|Es gibt Tests, mit denen man die Intelligenz eines Menschen messen kann.|There are tests that can measure the intelligence of a human.
senkrecht|vertical|Bitte tragen Sie die Buchstaben senkrecht in die Felder ein.|Please enter the letters vertically in the fields.
dringen|to press, insist|Ich dringe darauf, dass Sie mehr Geld bekommen.|I will insist that you get more money.
der Migrant|migrant|Veronika unterrichtet eine Klasse syrischer Migranten.|Veronika teaches a class of Syrian migrants.
probieren|to try|Alwin probiert zum ersten Mal Pizza.|Alwin tries pizza for the first time.
das Turnier|tournament|Ich trainiere mit meinem Pferd für ein Turnier, das ich gewinnen will.|I’m training with my horse for a tournament I want to win.
verschaffen|to provide|Tom verschafft mir einen Job in seiner Firma.|Tom provides me with a job in his company.
die Volkswirtschaft|national economy|Die Volkswirtschaft beschäftigt sich mit der Wirtschaft eines ganzen Landes.|The national economy deals with the economy of a whole country.
bearbeiten|to edit, work on|Du musst deine Antworten nochmal bearbeiten, damit man sie besser versteht.|You need to edit your answers to make them easier to understand.
flexibel|flexible|Ich habe flexible Arbeitszeiten, sodass ich morgen früher gehen kann.|I have flexible working hours so I can leave early tomorrow.
hierfür|for this, for it|Was gibst du mir hierfür?|What are you giving me for it?
mobil|mobile|Seit ich das Auto habe, bin ich endlich mobil.|Since I got the car, I’m finally mobile.
der Übersetzer|translator|Fernando ist ein Übersetzer für das Deutsche und Spanische.|Fernando is a translator for German and Spanish.
wodurch|how, which|Wodurch entstehen Krankheiten?|How do diseases emerge?
zusagen|to promise, accept|Wann sagst du endlich für den Urlaub zu?|When will you accept going on vacation?
der Buchstabe|letter|Mein Name besteht aus fünf Buchstaben.|My name consists of five letters.
verdanken|to owe, have sb to thank for sth|Der Patient verdankt dem Arzt sein Leben.|The patient owes his life to the doctor.
vierzig|forty|Martin bezahlt für seine neuen Schuhe vierzig Euro.|Martin pays forty euros for his new shoes.
der Vordergrund|foreground|Im Vordergrund sieht man eine dreiköpfige Familie.|In the foreground you see a family of three.
der Reiz|stimulus, appeal|Menschen nehmen Reize aus der Umwelt über ihre Sinne auf.|People absorb stimuli from the environment through their senses.
verständlich|comprehensible|Der Professor spricht so leise, dass er für seine Studenten nicht verständlich ist.|The professor speaks so quietly that he is not comprehensible to his students.
der Wahlkampf|election campaign|Auch bei dieser Wahl kostet der Wahlkampf die Partei viel Geld.|Also in this election the election campaign costs the party a lot of money.
flüssig|liquid|Bei Temperaturen über null Grad wird Eis wieder flüssig.|At temperatures above zero degrees, ice becomes liquid again.
der Sturm|storm|Das Boot gerät in einen starken Sturm.|The boat gets caught in a strong storm.
der Akteur|player, actor|An dem Stück nehmen insgesamt 50 Akteure teil.|A total of 50 actors take part in the play.
entnehmen|to take from, remove, withdraw, infer|Dem Blatt können Sie die wichtigsten Punkte meines Vortrags entnehmen.|You can infer from the sheet the most important points of my presentation.
räumen|to clear|Sie leben illegal in dem Haus, bis die Polizei es räumt.|They live illegally in the house until the police clear it.
konsequent|consistent|Sie isst konsequent weniger süße Lebensmittel und verliert dadurch viel Gewicht.|She eats consistently less sweet food and thus loses a lot of weight.
bekämpfen|to fight, combat|Das Medikament bekämpft das Virus.|The drug fights the virus.
der Gehalt|salary|Mit dem Gehalt, das ich für meine Arbeit bekomme, möchte ich ein Haus kaufen.|With the salary I get for my work, I want to buy a house.
der Gehalt|meaning, contents|Dieses Lebensmittel hat einen hohen Gehalt an Vitamin C.|This food has a high content of vitamin C.
indes|meanwhile|Ich sitze vor dem Fernseher, indes liest mein Mann neben mir eine Zeitung.|I’m sitting in front of the TV, and meanwhile my husband is reading a newspaper next to me.
das Motto|motto|Die Party findet unter dem Motto “Zwanziger Jahre” statt.|The party takes place under the motto “Twenties”.
die Philosophie|philosophy|Max schreibt für sein Seminar über Philosophie eine Arbeit über Aristoteles.|Max writes a paper about Aristotle for his seminar on philosophy.
der Sender|broadcasting station|Wir suchen im Fernsehen einen Sender für Kinder.|We’re looking for a children’s channel on TV.
das Talent|talent|Tim hat ein großes Talent, er möchte ein berühmter Künstler werden.|Tim has a great talent; he wants to become a famous artist.
extra|separately, extra|Tommy isst gerne extra scharf.|Tommy likes extra spicy food.
der Fleck|stain|Ich muss mein Hemd waschen, es hat einen Fleck.|I need to wash my shirt; it has a stain.
fressen|to eat|Kühe fressen am liebsten frisches Gras.|Cows like to eat fresh grass.
die Klage|complaint, lawsuit|Vor Gericht wird Klage gegen den Täter erhoben.|The offender is charged with a lawsuit in court.
anfangs|initially, at first|Anfangs hatte Susanne Angst vor dem Wasser, aber mittlerweile schwimmt sie besser als die anderen Kinder.|At first Susanne was afraid of the water, but now she swims better than the other children.
die Beratung|advice, discussion, consultation|Der Arzt gibt mir eine medizinische Beratung, wie ich in Zukunft gesünder leben kann.|The doctor gives me medical advice on how I can live healthier in the future.
die Gestaltung|design, organization|Ich verdiene viel Geld mit der Gestaltung von Häusern.|I make a lot of money by designing houses.
katholisch|Catholic|In der Stadt steht eine katholische Kirche.|There’s a Catholic church in town.
merkwürdig|strange|Der Zeuge erzählt von merkwürdigen Geräuschen in der Nacht der Tat.|The witness tells of strange noises on the night of the crime.
bedecken|to cover|In der Sonne musst du deine Haut bedecken.|In the sun, you have to cover your skin.
die Kuh|cow|Wir haben Kühe und können täglich frische Milch trinken.|We have cows and can drink fresh milk every day.
verknüpfen|to tie|Der Mensch verknüpft oft Erinnerungen mit bestimmten Gerüchen.|People often tie memories to certain smells.
das Vorgehen|action, approach|Die Polizei ändert ihr Vorgehen in diesem Fall.|The police are changing their approach in this case.
drüben|over there|Die Kinder spielen drüben bei den Nachbarn.|The kids are playing over there with the neighbors.
erschießen|to shoot|Der Polizist erschießt den Täter mit seiner Waffe.|The police officer shoots the perpetrator with his gun.
der Nutzer|user|Jeder Nutzer muss monatlich 40 Euro bezahlen.|Each user must pay 40 euros per month.
die Stabilität|stability|Die Stabilität einer Beziehung wächst mit den Jahren und gemeinsamen Erlebnissen.|The stability of a relationship grows with the years and shared experiences.
verringern|to reduce|Wenn eine Schule an der Straße liegt, müssen Fahrer ihre Geschwindigkeit verringern.|When a school is located on the road, drivers must reduce their speed.
juristisch|legal, juridical|Der Täter fordert juristische Unterstützung, wenn er vor Gericht muss.|The perpetrator demands legal assistance if he has to go to court.
peinlich|embarrassing|Mein Verhalten ist mir sehr peinlich.|I’m very embarrassed about my behavior.
die Anstrengung|effort|Nur mit enormen Anstrengungen konnten die Städte nach dem Krieg wieder aufgebaut werden.|Only with enormous effort could the cities be rebuilt after the war.
der Nationalsozialist|National Socialist, Nazi|1939 griffen die Nationalsozialisten Polen an.|In 1939 the National Socialists attacked Poland.
rechtfertigen|to justify|Paul versucht, seine schlechten Noten vor seinen Eltern zu rechtfertigen.|Paul tries to justify his bad grades to his parents.
das Zitat|quotation, quote|Am Anfang des Romans steht ein Zitat von Franz Kafka.|The novel begins with a quotation from Franz Kafka.
die Anpassung|adaptation|Carina fällt die Anpassung an die heißen Temperaturen in Australien sehr schwer.|Carina thinks the adaptation to the hot temperatures in Australia is very difficult.
kaputt|broken, ruined|Dieses Auto hat keinen großen Nutzen mehr, weil der Motor kaputt ist.|This car is no longer very useful because the engine is broken.
die Menschheit|humanity|Der Zustand dieses Planeten betrifft die gesamte Menschheit und nicht nur einzelne Menschen.|The state of this planet affects all of humanity and not just individuals.
die Note|note, grade|Der Lehrer gibt den Schülern Noten für ihre Leistungen im Unterricht.|The teacher gives the students marks for their performance in class.
seufzen|to sigh|Barbara seufzt laut, als sie die große Menge an Arbeit sieht.|Barbara sighs loudly when she sees the large amount of work.
die Achtung|respect|Die Menschheit sollte mehr Achtung vor Tieren haben.|Humanity should have more respect for animals.
ausgleichen|to even out, reconcile|Die Mannschaft kann die Differenz der Punkte am Ende des Spiels noch ausgleichen.|The team can still even out the difference in points at the end of the game.
der Pilot|pilot|Der Pilot des Flugzeugs begrüßt die Passagiere.|The pilot of the aircraft welcomes the passengers.
die Vereinbarung|agreement|Sie treffen beim Anwalt eine Vereinbarung für die Kinder.|They make an arrangement with the lawyer for the children.
aufbrechen|to leave, take off, break open|Wir brechen morgen früh in den Urlaub auf.|We are leaving tomorrow morning for our vacation.
das Labor|laboratory|Robert Koch führte in seinem Labor in Berlin Experimente zu Krankheiten durch.|Robert Koch conducted experiments on diseases in his laboratory in Berlin.
voraussetzen|to presuppose, take for granted|Für den Job werden Erfahrungen vorausgesetzt.|Experience is presupposed for the job.
divers|diverse, various|Die Politik schweigt über diverse Probleme.|Politicians are silent about various problems.
der Höhepunkt|highlight, peak|Den Höhepunkt der Party bildet der Auftritt der Band.|The highlight of the party is the performance of the band.
die Wiese|meadow|Die Kühe stehen friedlich auf der Wiese.|The cows stand peacefully in the meadow.
die Anerkennung|recognition|Albert Einstein bekam große Anerkennung für seine Erkenntnisse in der Physik.|Albert Einstein received great recognition for his findings in physics.
ausgeprägt|distinct, pronounced, remarkable|Tim hat ausgeprägte Sinne und hört dadurch besser als andere Menschen.|Tim has remarkable senses and therefore he hears better than other people.
die Autobahn|expressway, motorway|Auf deutschen Autobahnen darf man sehr schnell fahren.|On German motorways you can drive very fast.
die Formulierung|formulation|Der Student ändert die Formulierung seiner These.|The student changes the formulation of his thesis.
die Berücksichtigung|consideration|Unter Berücksichtigung der steilen Wege dürfen hier nur erfahrene Leute wandern.|Taking into consideration the steep paths, only experienced people are allowed to hike here.
dementsprechend|accordingly|Lena arbeitet nicht und hat dementsprechend auch wenig Geld.|Lena does not work and has accordingly also little money.
der Schreck|fright, shock|Wegen des lauten Geräuschs bekommt Marion einen großen Schreck.|Because of the loud noise Marion gets a big shock.
das Weihnachten|Christmas|Alle Kinder freuen sich auf Weihnachten und die Geschenke, die es dann gibt.|All children look forward to Christmas and the gifts that will be given.
der Anschluss|connection|Im Anschluss an das Essen sehen wir einen Film.|In connection with the meal we see a movie.
entziehen|to take away, remove, draw|Salz entzieht dem Körper Wasser.|Salt draws water from the body.
die Reduktion|reduction|Ich kümmere mich um die Reduktion der Fehler im Text.|I take care of the reduction of errors in the text.
das Schwein|pig|In ihrer Religion essen sie kein Fleisch von Schweinen.|In their religion, they don’t eat meat from pigs.
der Komplex|complex|Weil sie sehr dick ist, hat sie große Komplexe, in die Öffentlichkeit zu gehen.|Because she’s very big, she has big complexes about going out in public.
sofern|provided that, if|Sofern du mir Geld gibst, bringe ich dir etwas mit.|If you give me money, I’ll bring you something.
anstreben|to aim at, strive (for), aspire to|Ich strebe eine gute Note in der Prüfung an.|I’m striving for a good grade in the exam.
beklagen|to complain|Die Touristen beklagen sich über die kleinen Zimmer.|The tourists complain about the small rooms.
einigen|to unite, agree|Marion und Peter streiten sich, weil sie sich nicht einigen können.|Marion and Peter argue because they can’t agree.
die Freundschaft|friendship|Laura und Lisa verbindet schon seit 20 Jahren eine enge Freundschaft.|Laura and Lisa have shared a close friendship for 20 years.
die Hütte|hut, cabin|Mein Großvater lebt in einer Hütte im Wald.|My grandfather lives in a cabin in the woods.
der Mantel|coat|Für den Winter kauft sich Thomas einen neuen warmen Mantel.|For the winter Thomas buys himself a new warm coat.
die Prognose|prognosis, forecast|Die Prognose für das Wetter für die nächste Woche ist sehr gut.|The forecast for the weather next week is very good.
zugehörig|belonging, corresponding|Die zugehörige Beschreibung, wie man die Maschine bedient, kommt mit der Post.|The corresponding description of how to operate the machine comes by mail.
analytisch|analytic|Ich benutze vorwiegend den analytischen Teil meines Gehirns.|I mainly use the analytic part of my brain.
das Anliegen|request|Die Patienten kommen mit ihren Anliegen erst sehr spät in die Praxis des Arztes.|The patients come to the doctor’s practice only very late with their concerns.
locker|loose, relaxed|Die Hose sitzt sehr locker, ich muss sie enger machen.|The pants are very loose; I have to take them in.
sonstig|other|Bücher zu sonstigen Themen finden Sie rechts.|Books on other topics can be found on the right.
abwarten|to wait, wait out|Ich kann es kaum abwarten, dich wiederzusehen.|I cannot wait to see you again.
bitter|bitter|Wein hat einen etwas bitteren Geschmack.|Wine has a slightly bitter taste.
permanent|permanent|Der Patient steht unter permanenter Beobachtung.|The patient is under permanent observation.
das Abkommen|agreement|Beide Parteien haben das Abkommen unterzeichnet.|Both parties have signed the agreement.
die Abstimmung|vote, coordination|Für die Entscheidung über den Bau der neuen Kirche hat man eine öffentliche Abstimmung durchgeführt.|A public vote was held to decide on the construction of the new church.
der Geschmack|taste|Der Geschmack von Eis erinnert Sabine immer an den Sommer.|The taste of ice cream always reminds Sabine of summer.
nachfolgen|to follow, succeed|Nach der Wahl ist klar, wer dem alten Kanzler in dessen Amt nachfolgt.|After the election it is clear who will succeed the old chancellor.
nachfolgen|following, subsequently|Zuerst erklärt der Professor den bisherigen Forschungsstand und nachfolgend die neuesten Erkenntnisse.|First, the professor explains the previous state of research and subsequently the latest findings.
neigen|to bend, lean|Charlotte neigt sich zu Anika und flüstert ihr etwas ins Ohr.|Charlotte leans over to Anika and whispers something in her ear.
die Rente|pension, retirement|Ute is 67 und freut sich auf die Rente.|Ute is 67 and is looking forward to retirement.
das Taxi|taxi|Wir nehmen ein Taxi zum Flughafen.|We’re taking a taxi to the airport.
vorhin|a short time ago|Ich habe Paul schon vorhin gesagt, wann wir fahren.|I told Paul a short time ago when we were leaving.
die Zusammenfassung|summary|Ich lese mir immer nur die Zusammenfassung von einem Buch durch.|I always only read the summary of a book.
die Disziplin|discipline|Schwimmen ist eine olympische Disziplin.|Swimming is an Olympic discipline.
der Aufstieg|climb, rise|Der Aufstieg zum Gipfel ist anstrengend.|The climb to the summit is exhausting.
keinerlei|no . . . at all|Die Maschine weist keinerlei Mängel auf.|The machine has no defects at all.
der Mond|moon|Der Mond bewegt sich um die Erde.|The moon moves around the earth.
professionell|professional|Die Universität sucht professionelle Mitarbeiter für ein neues Projekt.|The university is looking for professional staff for a new project.
das Semester|semester|Der Bachelor dauert in Deutschland sechs Semester.|The bachelor’s program lasts six semesters in Germany.
der Gastgeber|host|Der Gastgeber kümmert sich gut um seine Gäste.|The host takes good care of his guests.
hinein|in, into|Wir bleiben bis in den Morgen hinein wach.|We stay awake into the morning.
kinetisch|kinetic|Das Thema der heutigen Stunde ist die kinetische Energie.|The topic of today’s lesson is kinetic energy.
das Skript|script, lecture notes|An dem Skript zum Film arbeiten zwei Autoren zusammen.|Two authors are working together on the script for the movie.
vertreiben|to drive out, sell|Der Händler vertreibt viele regionale Waren.|The dealer sells many regional goods.
zugänglich|accessible|Diese Filme sind nur Leuten über 18 Jahren zugänglich.|These films are only accessible to people over 18 years of age.
zurzeit|at the moment|Ich habe zurzeit keine Pläne für die Zukunft.|I have no plans for the future at the moment.
versterben|to pass away|Der Schauspieler verstarb letzten Dienstag nach jahrelanger Krankheit.|The actor passed away last Tuesday after years of illness.
zurückhalten|to hold back, restrain|Bei der Hochzeit kann ich meine Tränen nicht zurückhalten.|I can’t hold back my tears at the wedding.
die Abweichung|difference, deviation, tolerance|Abweichungen von der Norm werden nicht akzeptiert.|Deviations from the norm are not accepted.
aufsetzen|to put on|Obwohl es mir schlecht geht, setze ich mein schönstes Lächeln auf.|Although I feel bad, I put on my best smile.
langweilig|boring|Mathe ist für viele Schüler ein langweiliges Fach.|Math is a boring subject for many students.
nachgehen|to follow, pursue, be slow|Deine Uhr geht schon wieder zehn Minuten nach.|Your watch is ten minutes slow again.
schief|crooked, not straight|Das Bild an der Wand hängt schief.|The picture on the wall is crooked.
die Wange|cheek|Zum Abschied gibt er ihr einen Kuss auf die Wange.|He gives her a kiss on the cheek as a farewell.
der Champion|champion|Nach unserem Sieg sind wir endlich die Champions.|After our victory, we are finally the champions.
der Horizont|horizon|Die Sonne geht scheinbar am Horizont unter.|The sun seems to set on the horizon.
die Intensität|intensity|Die Intensität des Geschmacks ist beeindruckend.|The intensity of the flavor is impressive.
korrigieren|to correct, revise|Ich muss noch zehn Arbeiten von meinen Schülern korrigieren, bevor ich gehen kann.|I have ten more papers from my students to correct before I can go.
die Linke|left-wing party, Left Party|Die Linke ist derzeit Oppositionspartei im deutschen Parlament.|The Linke is currently the opposition party in the German parliament.
neunzig|ninety|Heute feiern wir den neunzigsten Geburtstag meiner Oma.|Today we celebrate my grandma’s ninetieth birthday.
der Sänger|singer|Madonna ist eine berühmte Sängerin.|Madonna is a famous singer.
das Symptom|symptom|Jede Krankheit hat spezifische Symptome.|Each disease has specific symptoms.
einig|agreed|Mein Mann und ich sind uns einig, das Haus zu verkaufen.|My husband and I have agreed to sell the house.
die Auffassung|point of view|Ich habe eine andere Auffassung zu dem Thema als du.|I have a different point of view on the subject than you do.
herum|around|Wir fahren um den Unfall herum.|We’re driving around the accident.
das Kunstwerk|work of art|Im Louvre gibt es viele berühmte Kunstwerke.|There are many famous works of art in the Louvre.
das Ministerium|ministry, department|Meine Mutter arbeitet im Ministerium für Arbeit.|My mother works at the Ministry of Labor.
der Österreicher|Austrian|Der Österreicher wohnt heute in den USA.|The Austrian now lives in the USA.
stellvertretend|on behalf|Ich unterschreibe stellvertretend für meinen Mann den Vertrag.|I’m signing the contract on behalf of my husband.
der Ursprung|origin|Adam und Eva sind in der Bibel der Ursprung der Menschheit.|Adam and Eve are the origin of humanity in the Bible.
mündlich|oral|Fabian findet mündliche Prüfungen schwerer als schriftliche.|Fabian finds oral exams harder than written ones.
neugierig|curious|Ich bin sehr neugierig darauf, was am Ende des Buches passiert.|I’m very curious about what happens at the end of the book.
jagen|to hunt|In meiner Freizeit jage ich gerne Tiere im Wald.|In my spare time I like to hunt animals in the forest.
die Schwäche|weakness|Anika hat eine Schwäche für Pizza.|Anika has a weakness for pizza.
das Minus|minus, deficit|Das Unternehmen hat im letzten Jahr ein Minus von zwei Millionen gemacht.|Last year, the company had a deficit of two million.
das Eisen|iron|Die Tür ist aus Eisen und sehr schwer.|The door is made of iron and very heavy.
Iran|Iran|Die Hauptstadt des Iran ist Teheran.|The capital of Iran is Tehran.
die Besonderheit|idiosyncracy, (special) feature, unique characteristic|Die Besonderheit der Universität liegt darin, dass die Studenten selbst forschen.|The unique characteristic of the university is that students conduct research themselves.
das Fett|fat|Wenn ich koche, benutze ich nur Fett, das aus Pflanzen hergestellt wird.|When I cook, I only use fat made from plants.
lenken|to steer, guide|Du musst deine Aufmerksamkeit auf die wichtigen Themen lenken.|You need to steer your attention to the important issues.
vorbeikommen|to pass|Auf dem Weg zu Katrin kommt man an vielen Läden vorbei.|On the way to Katrin you pass many shops.
cool|cool|Mit seinem neuen Auto fühlt er sich extrem cool.|He feels extremely cool with his new car.
kleben|to stick|Die Kinder kleben bunte Blumen aus Papier an die Fenster.|The children stick colorful paper flowers onto the windows.
die Unsicherheit|uncertainty|Bei der Auswahl der Universität herrscht bei vielen Studenten eine große Unsicherheit.|When choosing a university, there is a great deal of uncertainty among many students.
beinhalten|to contain, include|Das Angebot beinhaltet Flug und Unterkunft.|The offer includes flight and accommodation.
Irak|Iraq|Die Republik Irak ist ein Staat in Vorderasien.|The Republic of Iraq is a state in the Middle East.
