и	and	Мы здесь живем и работаем.|We live and work here.
нигде	nowhere, anywhere (double negatives)	Мы не могли тебя нигде найти.|We couldn’t find you anywhere.
нападать	attack	На меня напал вооруженный бандит!|I was attacked by an armed bandit!
вред	harm, damage	Как похудеть без вреда для здоровья?|How do you lose weight without damaging your health?
жалко	pitifully, it’s a pity	Мне жалко выбрасывать хорошую вещь.|It’s a pity for me to throw away a good thing.
неплохо	not bad, okay	По-моему, получилось неплохо.|I think that it turned out okay.
идеология	ideology	Идеология либерализма переживает кризис.|The ideology of liberalism is undergoing a crisis.
командование	command	НАТО взяла на себя командование силами безопасности в Косово.|NATO assumed command of security forces in Kosovo.
снижать	reduce	Джип снизил скорость.|The jeep reduced its speed.
возбуждать	arouse, excite	Говорят, это так возбуждает! Надо попробовать.|It’s supposed to be really exciting! We need to try it.
сжимать	grip	Ее рука сжимала его руку, и он был счастлив.|Her hand gripped his, and he was happy.
убеждение	conviction	У меня есть твердое убеждение, что знаний лишних не бывает.|I am strongly convinced that there’s no such thing as useless knowledge.
вторник	Tuesday	Это было вечером во вторник.|It was on Tuesday evening.
звание	rank, title	Ему присвоили звание полковника.|He was awarded the title of colonel.
создаваться	be created, arise, form	Надо понимать, что сайт создается не для вас, а для потенциальных потребителей.|You need to understand that the site is being created not for you but for potential users.
непременно	without fail	Он обещал непременно отдать деньги через месяц.|He promised that he’d give the money back in a month without fail.
жалеть	regret	Ты будешь об этом жалеть всю жизнь.|You’ll regret this for the rest of your  life.
обвинение	accusation	Подсудимый отрицает обвинения в свой адрес.|The defendant denies the accusations made against him.
христианский	Christian	Большинство населения этой страны исповедует христианскую религию.|Most people in the country are Christians.
литр	litre	Сколько стоит литр молока?|How much is a litre of milk?
превышать	exceed	В последние годы число разводов намного превышает число браков.|In recent years the number of divorces has been exceeding the number of marriages.
учебник	textbook	Я взял с собой учебник по алгебре.|I took my algebra textbook with me.
недостаточный	insufficient, not enough	Персонал был наказан за недостаточную бдительность.|Members of staff were disciplined for not being vigilant enough.
готовность	willingness	Стороны высказали готовность к сотрудничеству.|The parties expressed their willingness to cooperate.
высоко	high(ly)	Валерия Ивановича высоко ценит руководство компании.|The company’s leaders think highly of Valery Ivanovich.
лента	tape, band	Рассказ записан на магнитофонную ленту.|The story was tape-recorded.
лесной	forest	Наташа шла по лесной тропинке.|Natasha walked down the forest path.
исполнять	perform, do	Я всего лишь исполняла приказ начальства.|I was just doing what the bosses told me.
спутник	satellite, fellow traveller	Он попрощался со своим спутником.|He said goodbye to his fellow traveller.
нагрузка	load, activity	Врач порекомендовал ему умеренную физическую нагрузку.|The doctor recommended him moderate physical activity.
зарубежный	foreign	Вы интересуетесь современной зарубежной литературой?|Are you interested in contemporary foreign literature?
цепь	chain	Собака сидела на цепи за забором в соседском дворе.|The dog was chained behind the fence in the next yard.
почитать	read, respect, worship	Древние египтяне особо почитали богиню Исиду.|The Ancient Egyptians worshipped the Goddess Isis.
розовый	pink	Не надевай, пожалуйста, больше эту розовую кофточку!|Please don’t wear that pink blouse again!
идеал	ideal	Для меня идеал женщины — это моя жена Татьяна.|My ideal woman is my wife Tatiana.
благодарить	thank	Заранее благодарю за помощь.|Thank you in advance for your help.
эпизод	episode	Память сохраняет много эпизодов из детства.|A person’s memory retains many episodes from his or her youth.
сетевой	network	Проблема была связана с разрывом в сетевом кабеле.|The problem was linked to a tear in the network cable.
визит	visit	13 января в Москву с официальным визитом прибыл президент Бразилии.|The Brazilian president arrived on an official visit to Moscow on the 13th of January.
орден	order	Подполковник Баскаков получил орден Красного Знамени.|Colonel Baskakov received the Order of the Red Banner.
парламент	parliament	Этот вопрос решается в Европейском парламенте.|This question is being addressed in the European Parliament.
скала	rock, cliff	Впереди высились черные скалы.|Black cliffs rose up in front of us.
собор	cathedral	Эта икона хранится в Успенском соборе Московского Кремля.|The icon is kept at the Assumption Cathedral within the Moscow Kremlin.
колонна	column	Посреди площади возвышалась марморная колонна.|There was a marble column in the middle of the square.
контекст	context	Это слово встречается в основном в научном контексте.|This word is mainly encountered in a scientific context.
танцевать	dance	Ирина очень любила танцевать.|Irina loved to dance.
соревнование	competition	Он выиграл соревнования по карате.|He won a karate competition.
конкуренция	competition	На рынке энергетики существует острая конкуренция.|There is intense competition on the energy market.
глупость	foolishness, nonsense	Что ты глупости говоришь?|What nonsense are you saying?
городок	town	Он уезжает в провинциальный городок, где родился.|He’s going to the provincial town where he was born.
искусственный	artificial	Почему в вазе стоят искусственные цветы?|Why are there artificial flowers in the vase?
эмоциональный	emotional	Эта ситуация вызвала у него сильную эмоциональную реакцию.|The situation caused him to feel a strong emotional reaction.
роза	rose	На юге уже цветут розы.|Roses are already blossoming in the south.
любитель	lover, amateur	В соревнованиях приняли участие около тысячи спортсменов — профессионалов и любителей.|Around a thousand sportsmen took part in the competition – professionals and amateurs alike.
распределение	distribution	Этот прибор обеспечивает равномерное распределение тепла по всему помещению.|This device ensures that heat is distributed throughout the premises.
выпадать	fall, fall out	Доктор, у меня сильно выпадают волосы.|Doctor, my hair is falling out rapidly.
исправлять	correct	:RUG, конечно, исправляет ошибки, но далеко не все.|Word automatically corrects some but by no means all mistakes.
приличный	decent	О таком в приличном обществе не говорят.|Such things aren’t talked about in a decent society.
содержаться	contain	В молочных продуктах содержится кальций.|Milk products contain  calcium.
обзор	(over)view	В статье приводится краткий обзор экологических разделов программ политических партий и движений.|The article provides a short overview of the ecological sections in the policies of political parties and movements.
претензия	claim	Владелец поврежденной машины намерен предъявить претензии коммунальным службам города.|The owner of the damaged vehicle intends to make a claim to the town’s public services department.
рубашка	shirt	Он был одет в белую рубашку.|He was wearing a white shirt.
корреспондент	correspondent	Об этом 22 марта сообщила корреспондент радио µЭхо Москвы¶.|A correspondent of the radio station ‘Ekho Moskvy’ reported on this on the 22nd of March.
завтрак	breakfast	Что ты ешь на завтрак?|What do you eat for breakfast?
итальянский	Italian	Может, пообедаем сегодня в итальянском ресторане?|Maybe we could have lunch at an Italian restaurant today?
нападение	attack	Мы должны отразить нападение противника.|We need to rebuff the enemy’s attack.
бар	bar	Они сидели в небольшом уютном баре.|They were sitting in a small cosy bar.
тоска	melancholy, boredom	Я просто умираю от тоски в четырех стенах!|I’m bored out my mind in these four walls!
пенсия	pension	Вы получаете пенсию по инвалидности?|Do you get an invalidity pension?
турист	tourist	Все туристы стремятся там побывать.|Every tourist aims to go there.
предъявлять	bring, show	На проходной я предъявляю пропуск.|I show my pass at reception.
мода	fashion	Сегодня это уже вышло из моды.|This is already out of fashion nowadays.
обижаться	be offended	Я никогда не обижаюсь на справедливую критику.|I never get offended by fair criticism.
восстановление	recovery	Я получил короткий отпуск для восстановления здоровья.|I was granted a short holiday to recover from illness.
рисовать	draw, paint	Девочка сидит за столом и рисует картинки.|The young girl is sitting at  the table and painting pictures.
разработчик	developer	Разработчики программы предлагают всем желающим скачать ее совершенно бесплатно со своего сайта.|The program’s developers allow anyone to download the program from their website free of charge.
единство	unity	Это символ единства страны.|It’s  a symbol of the country’s unity.
отрицательный	negative	Скорее всего, ответ будет отрицательным.|The answer will most likely be negative.
инвестор	investor	Инвестор вложил в производство около 11 млн рублей.|The investor pumped around 11 million rubles into production.
возникновение	origin, start	Начато следствие о причинах возникновения пожара.|An investigation into how the fire started is underway.
стенка	wall	Холестерин откладывается на стенках сосудов.|Cholesterol is deposited on the walls of blood vessels.
музыкант	musician	Я с детства знала, что хочу быть музыкантом.|I knew from an early age that I wanted to become a musician.
повести	lead, take	Учительница повела детей на экскурсию.|The school teacher took the children on an excursion.
мощность	power	Такие двигатели сочетали огромную мощность с малым весом.|These engines combined high power with low weight.
пьеса	play	Мы репетируем современную пьесу.|We’re rehearsing a contemporary play.
блестящий	shiny, brilliant	Монетка, новенькая и блестящая, упала на пол.|A shiny new coin fell on the floor.
десятилетие	decade	В то первое послевоенное десятилетие в мире все еще было неспокойно.|There was still unrest in the world in the first decade after the war.
известие	news	Нам сообщили приятное известие.|We received some pleasant news.
печальный	sad	Эту печальную историю мне рассказала бабушка.|My grandmother told me this sad story.
иностранец	foreigner	В нашей компании работает много иностранцев.|Many foreigners work in our company.
экспедиция	expedition	Совместная американско-французская экспедиция обнаружила то, что осталось от µТитаника¶.|The joint American and French expedition found what remained of the Titanic.
улучшение	improvement	Пациент отмечает улучшение своего состояния.|The patient notes  an improvement in his condition.
волноваться	worry, be nervous	Мы немножко волновались перед выступлением.|We were a little nervous before the performance.
неизвестно	unknown	Неизвестно, что с ним будет дальше.|It’s unknown what will happen to him next.
прогресс	progress	За последние годы достигнут прогресс в этой области.|In recent years progress has been made in this area.
цитировать	quote	Она любила цитировать поэтов-современников.|She loved to quote her fellow poets.
слева	left	Слева от двери висит зеркало.|There is a mirror to the left of the door.
яблоко	apple	Настя взяла яблоко и откусила от него кусочек.|Nastya took an apple and took a bite out of it.
королева	queen	Королева произвела его в рыцари.|The queen made him a knight.
пояс	belt, zone	Мы пересекли 9 часовых поясов.|We crossed 9 time zones.
местность	area, locality	Две трети населения страны проживает в сельской местности.|Two-thirds of the country’s population live in rural areas.
квадратный	square	Они вошли в большую квадратную комнату с двумя окнами.|They walked into a big square room with two windows.
заинтересовать	interest	Его рассказы очень заинтересовали всех присутствовавших.|His stories were very interesting to everyone there.
старуха	old woman	В комнату вошла седая старуха.|A grey-haired old lady walked into the room.
аэродром	aerodrome, airfield	Летающую тарелку увезли на секретный военный аэродром.|The flying saucer was taken to a secret military airfield.
начальный	initial	Такие квартиры раскупаются еще на начальном этапе строительства.|Flats like these are bought up at the initial stage of construction.
выгодный	favourable, profitable	Нашу продукцию можно приобрести в кредит на выгодных условиях.|You can get our products on credit under favourable conditions.
реагировать	react	Власти реагируют на проблемы с опозданием.|The authorities are late to react to problems.
делиться	divide, share	И дом, и обстановка, и машина — все мое, и делиться я ни с кем не намерена.|The house, the furniture, the car – it’s all mine and I don’t intend to share it with anyone.
союзник	ally	По всей вероятности, они останутся нашими союзниками.|They are likely to remain our allies.
торопиться	hurry, rush	Отец торопится на работу.|Dad is rushing to work.
аэропорт	airport	Наш самолет приземлился в аэропорту µДомодедово¶.|Our plane landed at Domodedovo airport.
дисциплина	discipline, subject	У нас в школе очень строгая дисциплина.|Discipline is very strict in our school.
Азия	Asia	Она приехала в Москву из Средней Азии.|She came to Moscow from Central Asia.
миф	myth	Моего отца всегда интересовали мифы и легенды.|My father has always been interested in myths and legends.
транспортный	transport	Восстановлено транспортное сообщение с Сахалином.|A transport link with Sakhalin has been re-established.
сокращение	reduction, cut, abbreviation	Произойдет значительное сокращение бюджетных расходов.|There will be significant budgetary cuts.
сапог	boot	Я надену теплые сапоги.|I’ll put on my warm boots.
вначале	at first	Вначале было весело, а потом стало скучно.|At first it was fun, but then it got boring.
вовремя	in time, on time	Наконец-то вы пришли на работу вовремя!|Finally you are at work on time!
мелочь	trifle, change, nothing	— Девяносто две копейки, — пересчитал он мелочь из кармана.|‘Ninety two kopecks’ , he counted the loose change that he’d taken out of his pocket.
кусочек	piece	Они съели последний кусочек шоколада.|They ate the last piece of chocolate.
неплохой	not bad, decent	У меня неплохая музыкальная коллекция.|I have a decent music collection.
свободно	freely	Он привык свободно высказывать все, что у него на уме.|He got used to freely saying everything that was on his mind.
жалоба	complaint	Врач выслушал жалобы больного.|The doctor listened to the patient’s complaints.
справа	on the right	Наташа сидит справа от меня.|Natasha is sitting on my right.
конкурент	competitor	У нашей фирмы появился опасный конкурент.|A dangerous competitor to our company has emerged.
маска	mask	Маска скрывала ее лицо.|The mask was covering her face.
прозрачный	transparent	Он достал из кармана маленький прозрачный пакетик.|He pulled a small transparent plastic bag out of his pocket.
корова	cow	Сколько молока дает эта корова?|How much milk does this cow produce?
потребление	consumption	При этом существенно снижается потребление электроэнергии.|This considerably reduces power consumption.
настаивать	insist	Адвокат настаивает на оправдательном приговоре для своего подзащитного.|The lawyer insists that his defendant is acquitted.
ложиться	lie (down)	Я закрываю глаза и ложусь на спину, закинув руки за голову.|I close my eyes and lie on my back with my hands behind my head.
освобождение	release	К середине дня появились сообщения об освобождении заложников.|By midday it had been reported that the hostages had been released.
вынимать	take out	Он вынул из кармана пачку денег.|He took a wad of money out of his pocket.
напиток	drink	Официант подал напитки.|The waiter served the drinks.
двойной	double	Он заказал себе двойную порцию бренди.|He ordered a double brandy.
подпись	signature	Ниже поставьте подпись и дату.|Sign and date below.
письменный	written	Без письменного распоряжения мои действия будут незаконными.|Without a written order my actions will be illegal.
применяться	be applied, be used	Этот термин применяется редко.|This term is rarely used.
математика	mathematics	Помоги мне решить задачку по математике.|Help me solve this maths question.
густой	thick	Над рекой поднялся густой туман.|Thick fog was rising over the river.
потребоваться	be required, need	На просмотр чертежей нам потребовалось много времени.|We needed a long time to look at the drawings.
инвестиционный	investment	Инвестиционный климат в стране улучшается.|The investment climate in the country is improving.
авторитет	authority, criminal leader  (slang)	В Твери убит криминальный авторитет Ибрагим Азизов по кличке Аркаша.|The criminal leader Ibragim Azizov, known under the nickname Arkasha, was killed in Tver’ .
отражение	reflection, fending off	Вооруженные силы страны должны быть способны к отражению агрессии.|A country’s armed forces should be able to fend off aggression.
мотор	engine	У этого автомобиля очень мощный мотор.|This car has a powerful engine.
кремль	Kremlin, fortress	Московский Кремль — официальная резиденция Президента Российской Федерации.|The Moscow Kremlin is the official residence of the president of the Russian Federation.
польский	Polish	Станислав Лем — знаменитый польский писатель-фантаст.|Stanislav Lem is a famous Polish fiction writer.
небесный	heavenly	Они улетели в свои небесные миры.|They flew away into their heavenly worlds.
измерение	measurement, dimension	Как провести измерение окружности головы?|How do you measure head circumference?
студия	studio	Зрители в студии задают вопросы докладчикам.|The studio audience asks the presenters questions.
заботиться	take care	Он никогда не заботился о своей внешности.|He never took care of his appearance.
экологический	ecological	Это позволит улучшить экологическую обстановку в нашем городе.|This will make it possible to improve the ecological situation in our town.
молиться	pray	Мы сегодня молились за ваше здоровье.|We prayed today for your health.
предварительный	preliminary, advance	В середине июля в ходе предварительных слушаний суд принял решение о возвращении дела в прокуратуру.|In the middle of June during the preliminary hearing the court decided to return the case to the prosecutor.
искренне	sincerely	Она искренне верит в то, что рассказывает.|She sincerely believes what he says.
повесть	story, novel	Он пишет научно-фантастическую повесть.|He’s writing a science-fiction novel.
компонент	component, ingredient	Этот препарат включает только натуральные компоненты.|This product contains only natural ingredients.
невеста	bride, fiancée	В деревне его ждет невеста.|His fiancée is waiting for him in the village.
передний	front	Собака хромает на правую переднюю лапу.|The dog is limping on its right front paw.
гордость	pride	Мы испытывали гордость за успехи наших детей.|We were proud of our children’s achievements.
вклад	contribution, deposit	Он внес неоценимый вклад в мировую науку.|He made an invaluable contribution to world science.
наблюдаться	be observed	Аналогичное явление наблюдалось и в 1910 г.|A similar phenomenon was observed in 1910.
металл	metal	Литий — самый легкий из всех металлов.|Lithium is the lightest of  all metals.
Русь	Rus’, Ancient Russia	История христианства на Руси полна загадок.|The history of Christianity in Ancient Russia is full of mystery.
оплачивать	pay	Кто будет оплачивать ее счета?|Who is going to pay her bills?
подходящий	appropriate	Он казался самым подходящим кандидатом на этот пост.|He seemed the most suitable candidate for the job.
неправильный	wrong, irregular	Он выучил все неправильные глаголы.|He learned all the irregular verbs.
сопровождать	accompany	Его сопровождала молодая красивая жена.|He was accompanied by his beautiful young wife.
пребывание	residence	Суд счел их виновными в нарушении правил пребывания в стране.|The court found them guilty of violating residence laws of the country.
теоретический	theoretical	Теоретические знания студенты факультета закрепляют на производственных практиках и выездных занятиях.|Students from the faculty consolidate their theoretical knowledge on work placements and field trips.
ложь	lie	Я заставлю его публично признаться во лжи!|I will make him publically admit to lying.
краткий	brief	Ниже мы приводим краткое описание некоторых новинок литературы.|Below we give a brief description of some new works of literature.
катастрофа	catastrophe, crash	Через год он погиб в автомобильной катастрофе.|A year later he died in a car crash.
профиль	profile	Он изображён в профиль.|He is depicted in profile.
справедливый	fair	Дмитрий Георгиевич строгий, но справедливый руководитель.|Dmitry Georgievich is a strict but fair boss.
эксплуатация	exploitation, operation	Они занимались вербовкой людей с целью сексуальной эксплуатации.|They recruited people with the aim of sexually exploiting them.
квартал	block of houses, quarter	Темпы роста производства в третьем квартале 2005 г. замедлились примерно в 2,5 раза.|Output growth in the third quarter of 2005 was 2.5 times lower.
пожар	fire	В тот же день в Москве вспыхнул пожар.|On the same day a fire broke out in Moscow.
окончательный	final	В окончательном варианте мемуаров все фамилии заменены на инициалы.|In the final draft of the memoirs all the surnames were replaced by initials.
головной	head	Его мучает головная боль.|He has  a headache.
наливать	pour	Бармен наливает пиво.|The barman is pouring a beer.
подъём	ascent, rise	От подъема в гору он слегка запыхался.|He was slightly out of breath from the ascent up the mountain.
чудесный	wonderful	Говорят, там дешевые фрукты, вкусная рыба и чудесный климат.|Apparently the fruit is cheap, the fish tasty and the climate wonderful there.
металлический	metal	Во всех зданиях установлены металлические двери и решетки на окнах.|All the buildings have metal doors and bars on the windows.
удачный	successful	Первая попытка оказалась не слишком удачной.|The first attempt wasn’t that successful.
статистика	statistics	Об этом свидетельствует официальная статистика.|The official statistics confirm this.
критический	critical	Попробуйте посмотреть критическим взглядом на свой привычный образ жизни.|Try to take a critical look at your way of life.
процессор	processor	Для этой программы вам потребуется мощный процессор.|You need a powerful processor to run this program.
руль	steering wheel	Водитель повернул руль влево.|The driver turned the steering wheel to the left.
дважды	twice	Михаил был дважды женат.|Mikhail was married twice.
негативный	negative	Это может оказать негативное влияние на здоровье ребенка.|This may have  a negative impact on the baby’s health.
во-первых	firstly	Во-первых, это очень дорого.|Firstly, it’s very expensive.
убийца	killer	Скромный отец семейства оказался серийным убийцей.|The modest  father of the family turned out to be a serial killer.
шестой	sixth	Это Наташа Соколова из шестого класса.|That’s Natasha Sokolova from year six.
пожилой	elderly	За нами в очереди стоит пожилая женщина.|An elderly woman is standing behind us in the queue.
супруг	spouse, husband	Где ваш супруг?|Where’s your husband?
наверх	up	Лифт идет наверх.|The lift is  going up.
прогноз	forecast	По телевидению показывают прогноз погоды.|The weather forecast is on television.
собеседник	interlocutor	Его собеседник заговорил мягким, спокойным голосом.|His interlocutor spoke in a gentle, calm voice.
свидание	date	Он договорился о свидании с двумя девчонками.|He arranged dates with  two girls.
тонна	tonne	Здесь за сезон собирают пять с половиной тонн хлопка с гектара.|Five and a half tonnes of cotton per hectare are produced here every year.
медведь	bear	Неожиданно на поляну вышел медведь.|A bear suddenly walked into the clearing.
платформа	platform	Я вышел на платформу и стал ждать поезда.|I went onto the platform and waited for the train.
сахар	sugar	Я пью чай без сахара.|I drink tea without sugar.
эволюция	evolution	Так в процессе эволюции возникла мимикрия.|This is how mimicry came about during the process of evolution.
пустыня	desert	Это была раскаленная, бесплодная пустыня.|It was a scorching hot, barren desert.
оригинальный	original	Какой самый оригинальный подарок ты получал?|What’s the most original present that you’ve ever received?
мебель	furniture	Я купил мебель в интернет-магазине.|I bought the furniture online.
обида	offence	Это может вызывать обиду и раздражение.|This can cause offence and anger.
горизонт	horizon	Солнце медленно заходило за горизонт.|The sun was slowly setting over the horizon.
сочетание	combination	В этом устройстве идеальное сочетание фирменного стиля и большого набора функций.|This device is an ideal combination of corporate design and a wide range of functions.
артист	artist, actor	Михаил Боярский — артист театра и кино.|Mikhail Boyarsky is a theatre and film actor.
чашка	cup	Таня выпила чашку чая и легла спать.|Tanya had a cup of tea and went to sleep.
съезд	congress	XIX съезд партии состоялся в октябре 1952 года.|The 19th party congress was held in October 1952.
принц	prince	Вчера в Москву прилетел принц Бельгии Филипп.|Prince Phillippe of Belgium arrived in Moscow yesterday.
справка	certificate, statement, inquiry	Я навел справки о вас.|I made inquiries about you.
приобретение	acquisition, purchase	Его обвиняют в незаконном приобретении оружия.|He is accused  of illegally purchasing weapons.
график	schedule, diagram, graph	График показывает начальную стадию процесса.|The graph shows the start of the process.
профессионал	professional	У нас работают только профессионалы высокого класса.|Only professionals of the highest calibre work for us.
философ	philosopher	Мысль эта близка идеям немецкого философа Людвига Фейербаха.|This idea is similar to those of the German philosopher Ludwig Feuerbach.
гнев	anger	Его лицо покраснело от гнева.|His face became red with anger.
захотеться	feel like	После репетиции ей вдруг захотелось отправиться за покупками.|After the rehearsal she suddenly felt like doing the shopping.
ветка	branch	Сова уселась на толстую сосновую ветку.|The owl perched on a thick pine branch.
отставать	be behind	На второе место вышел Недоспасов, отстав от победителя на 1/2 очка.|Nedospasov finished second, just half a point behind the winner.
слабость	weakness	Она вышла из самолета и почувствовала слабость.|She got off the plane and started to feel weak.
почтовый	postal	Письмо уже лежало в почтовом ящике.|The letter was already in the postbox.
целиком	entirely	Он целиком отдал себя служению музыке.|He devoted himself entirely to music.
дедушка	grandfather	Дети гостили у дедушки.|The children were staying with their grandfather.
крепость	fortress, strength	Крепость напитка составляет 7 градусов.|The drink is 7 degrees (in strength).
церковный	church	Он пел в церковном хоре.|He was a singer in the church choir.
опрос	survey, poll	Мы еще раз проведем опрос общественного мнения.|We are going to conduct another opinion poll.
сладкий	sweet	Попробуйте нашего сладкого пирога, товарищ командир.|Try our sweet pie, Commander.
консультант	consultant	Вам может помочь консультант по семейным проблемам.|A consultant on family problems can help you.
независимость	independence	Я хочу добиться финансовой независимости.|I want to become financially independent.
вылетать	depart, fly out	Самолет вылетает рано утром в воскресенье.|The plane departs early on Sunday morning.
свеча	candle	Перед тем как зажигать свечу, украшения надо снять.|You must take the decorations off before lighting the candle.
каталог	catalogue	В каталоге подарков есть сотни наименований.|There are hundreds of gift items in the catalogue.
долина	valley	Деревушка расположилась в горной долине.|The little village was located in a mountain valley.
ствол	trunk	Он укрылся за толстым стволом старого дерева.|He hid behind the thick trunk of an old tree.
невероятный	unbelievable	С нами произошло невероятное событие.|Something unbelievable happened to us.
законный	legitimate	У этих граждан есть законное право на получение льгот.|These citizens  have a legitimate right to receive benefits.
целовать	kiss	Он снова и снова целовал ее.|He kissed her again and again.
коллекция	collection	Ей удалось собрать неплохую коллекцию живописи.|She has managed to assemble a nice collection of art.
забор	fence, intake	Во льду была прорубь для забора воды.|There was a hole in the ice for the intake of water.
отчаяние	despair	Я в полном отчаянии!|I’m in complete despair!
мгновенно	instantly	Он лег, завернулся в одеяло и мгновенно уснул.|He lay down, wrapped himself in a blanket and fell asleep instantly.
пугать	scare	Неудачи не пугают меня.|Failure doesn’t scare me.
благодарность	thanks, gratitude	Глава Китая выразил благодарность за приглашение.|The Head of China expressed his gratitude for the invitation.
испугаться	get scared	Ребенок испугался грозы.|The child was scared of the thunderstorm.
усиливать	strengthen, increase	Было принято решение усилить охрану всех государственных учреждений.|A decision was made to increase security at all state institutions.
суровый	severe	Немногие могли долго выдерживать этот суровый климат.|Few could survive this severe climate for long.
обыкновенный	ordinary	Это обыкновенная семья.|It’s an ordinary family.
награда	award	Эта награда присуждается раз в два года.|This award is given once every two years.
ярко	brightly	Ярко светит солнце.|The sun is shining brightly.
противный	nasty	Вся квартира пропахла этим противным запахом.|The nasty smell permeated  the whole flat.
преследовать	pursue, persecute	Писателя преследовали за политические убеждения.|The writer was persecuted for his political beliefs.
взаимный	mutual	Наши отношения основаны на взаимном уважении.|Our relationship is based on mutual respect.
типичный	typical	Это типичная ошибка.|This is a typical mistake.
отрывать	tear off, disturb, distract	В давке мне оторвали пуговицу.|One of my buttons was torn off in the crowd.
фото	photo	Я получил классные подводные фото.|I got great underwater photos.
установление	establishment	Эксперты предупреждали об опасности установления военной диктатуры.|Experts warned of the danger of establishing a military dictatorship.
оппозиция	opposition	В этой стране не существует открытой политической оппозиции.|There is no open political opposition in this country.
немножко	little	Выпей немножко вина.|Have a little wine.
градус	degree	Здесь стоит жара не менее сорока градусов по Цельсию.|The heat here is a minimum of forty degrees Celsius.
демонстрировать	demonstrate, show	Директор кинотеатра дал указание демонстрировать фильмы, только если будет больше семи зрителей.|The director of the cinema ordered that films be shown only if more than seven viewers are present.
тарелка	plate, bowl	Даша поставила перед ним тарелку с супом.|Dasha put a bowl of soup in front of him.
предположение	assumption	Такое предположение высказали американские исследователи из университета Огайо.|This assumption was put forward by American researchers from the University of Ohio.
орать	bawl	— Давай! Давай! — орали болельщики.|‘Come on! Come on!’ the fans roared.
ступень	step, stage	Страна перешла на новую ступень развития.|The country has reached  a new stage in its development.
молодец	well done, great	Ребята, вы просто молодцы!|Well done, lads!
хранение	storage, safekeeping	За хранение багажа взимается плата.|There is a fee for baggage storage.
грозить	threaten	Мне грозит кулаком огромный дядька.|A huge bloke is showing his fist and threatening me.
издательство	publishing house	Эта книга вышла в московском издательстве µБлаго¶.|The book was published in Moscow by the Blago publishing house.
цифровой	digital	Он купил на последние деньги маленькую цифровую камеру.|He spent his last money on a small digital camera.
экземпляр	copy	За 24 часа было продано более двух миллионов экземпляров этой книги.|In twenty-four hours more than two million copies of the book were sold.
благородный	noble	Разве можно было ждать благородного поступка от этого человека?|Could we have really expected a noble act from this man?
неудача	failure	Их преследуют неудачи.|They are plagued by failure.
сломать	break	А недавно он сломал папин новенький компьютер.|And he recently broke dad’s brand new computer.
