el/la	the	el diccionario tenía también frases útiles|the dictionary also had useful phrases
filósofo	philosopher	Hegel era filósofo alemán, máximo representante del idealismo de 1770 a 1813|Hegel was a German philosopher, the greatest representative of idealism from 1770 to 1813
cansar	to tire, annoy	se fue porque se cansó de Juan, ya no le aguantaba|he left because he got tired of John, and couldn’t stand him any more
torneo	tournament	es el torneo en el que se puede apreciar si los tenistas han mejorado|it’s the tournament that shows whether or not the tennis players have improved
sufrimiento	suffering	Siempre hay sufrimiento durante una Guerra.|There is always suffering during a war.
eje	axis, shaft, crux	las fuerzas del Eje fueron derrotadas en Normandia|The Axis forces were defeated at Normandy
captar	to capture, attract	como si quisiera captar la simpatía|as if I wanted to attract sympathy
vincular	to conenct, link, bind	hay que vincular la punta de metal a la de plástica|you have to connect the metal point to the plastic one
amanecer	daybreak, dawn	el día amaneció nublado y en la mañana hizo frío|it was cloudy at dawn and in the morning it was cold
preso	prisoner	podría estar preso en un calabozo extraño|I could be imprisoned in some strange dungeon
inaugurar	to inaugurate, start	llegó el momento de inaugurar la nueva presidente|the moment came to inaugurate the new president
descargar	to unleash, unload	se calló porque no tenía sentido descargar su furia|he said nothing because it didn’t make sense to unleash his fury
remedio	alternative, cure, solution	al final no tuvieron más remedio que ceder|in the end, they did not have an alternative to offer
estúpido	stupid, idiotic	son cosas tan estúpidas, cosas que no tenían ningún sentido|they are such stupid things, things that don’t make any sense
comprensión	understanding	asintió con un ademán de comprensión y entendimiento|he assented with a gesture of understanding and comprehension
bienestar	well-being, welfare	su existencia dependía en la salud y el bienestar de mucha gente|its existence depended on the health and well-being of many people
comedor	dining room	quite la mesa, recoja el comedor y friegue los platos|clear the table, clean up the dining room, and wash the dishes
humedad	humidity	No me gustan sus altas temperaturas y su incómoda humedad.|I don’t like the high temperatures and the uncomfortable humidity
realización	fulfillment, realization	Los sueños son la realización de deseos insatisfechos.|Dreams are the realization of unsatisfied desires.
reflejo	reflection	no he mirado mi reflejo en un espejo hace media docena de años|I have not seen my reflection in a mirror for half a dozen years
jaja	ha ha	los ateos tenemos fe en que no existe dios—jajaja|we atheists have faith that God doesn’t exist—ha ha ha
cortina	curtain, screen	las paredes necesitan pintura, las cortinas están desteñidas|the walls need painting, the curtains are faded
pluma	pen, feather	toma la pluma y escribe en el libro de visitas|take the pen and write in the visitors’ book
solicitud	request, application	hice solicitud para dos días de vacaciones|I made a request for two days off
embarazo	pregnancy	tuvo un embarazo muy fácil, sin náuseas|she had an easy pregnancy, without nausea
océano	ocean	abarcaba desde el océano Atlántico hasta el río Mississippi|it encompassed an area from the Atlantic Ocean to the Mississippi River
recuperación	recovery, recuperation	su milagrosa recuperación después de largas enfermedades|his miraculous recovery after a long sickness
deslizar	to slide, glide, slip	el hielo les hizo deslizar hacia atrás|the ice made them slide backwards
noble	noble	yo nunca sería capaz de hacer algo tan noble|I would never be able to do such a noble thing
maldecir	to curse, insult	hace de mi una mejor persona el no engañar ni maldecir|it makes me a better person when I don’t cheat or swear
constar	to consist of, comprise	el observatorio consta de cuatro telescopios|the observatory consists of four telescopes
grasa	grease, fat	un pedazo de grasa se extiende sobre la sartén caldeada|a lump of fat spreads across the hot skillet
forzar	to force	un ladrón que trató de forzar la puerta de su casa|a thief who tried to force open the door of their house
estancia	stay, stance, ranch	¿Qué ha aprendido de su estancia en esta ciudad?|What have you learned from your stay in this city?
prisión	prison, imprisonment	no pudo escaparse de la prisión burocrática|he couldn’t escape the bureaucratic prison
sábana	(bed) sheet	mi cuerpo reposó exhausto sobre la sábana limpia|I rested my exhausted body on the clean sheet
asesinato	murder, assassination	el asesinato de atletas israelíes durante los Juegos Olímpicos de 1972|the murder of the Israeli athletes during the 1972 Olympic Games
protestar	to protest, object	con tono exaltado se había puesto a protestar violentamente|with an impassioned voice he had begun to protest violently
criar	to bring up, rear	quiero criar a mi hija a pesar de que soy soltera|I want to raise my daughter even though I am single
fama	reputation, fame	la señorita Raquel tenía fama de ser una mujer dura|Ms. Rachel had a reputation for being a hard woman
especializar	to specialize, major in	bueno, uno se especializa en letras, biología o matemáticas|okay, one can specialize in the arts, biology, or math
ordenador	computer	se puede acceder desde otro ordenador si su PC o Mac no funciona|you can access your PC or Mac from another computer to see if it’s working correctly
mito	myth	el mito es una explicación imaginativa y fantástica del hombre|myth is an imaginative and fantastic explanation by man
expansión	expansion, spreading	Es importante sobre todo en períodos de expansión económica.|It is especially important during periods of economic expansion.
metálico	metallic	oyeron el sonido metálico de la campana|they heard the metallic sound of the bell
lástima	shame, pity	¡Qué lástima! Pensé que ya estaban aquí.|What a shame! I thought that they were already here.
logro	success, achievement	son grandes ejemplos de los logros artísticos de aquella dinastía|they are great examples of the artistic achievements of that dynasty
horror	horror, atrocity	¡Se me rompió mi vestido, que horror!|My dress ripped, what a nightmare!
deshacer	to undo, destroy, take apart	es difícil deshacer una decisión mal tomada|undoing a poorly made decision is difficult
derrotar	to defeat, beat	pero no lograba derrotar mis dudas|but I could not conquer my doubts
lógica	logic	mi manera de ser tiende a la razón, a la lógica, al pensamiento|I’m inclined to reason, to logic, and to thought
colega	colleague	hablando animadamente con colegas de su edad|speaking excitedly with friends own of his age
aislado	isolated	vive aislado del mundo|he lives isolated from the world
restaurante	restaurant	vamos a cenar en un restaurante del Centro|we are going to eat in a restaurant downtown
valioso	valuable, precious	Manuel le entregó el valioso rosario de oro|Manuel handed him the precious golden rosary
mineral	mineral, ore	llegan a Guatemala a extraer recursos minerales|they come to Guatemala to extract minerals
cálculo	calculation, calculus	además, ya hizo su aritmética y su cálculo de costos|moreover, he already did his arithmetic and calculation of costs
recorrido	journey, itinerary, route	el recorrido por Perú fue fantástico|the journey around Peru was fantastic
vacaciones	vacation	iba a pasar vacaciones en Viña del Mar|I was going to spend my vacation in Viña del Mar
mandato	mandate, order, command	fueron obedientes al mandato del jefe|they were obedient to the command of the boss
veinticinco	twenty-five	¡Tiene veinticinco años y todavía no sabe lo que es el amor!|Twenty-five years old and he still doesn’t know what love is!
incendio	fire, conflagration	pegó fuego a la casa vieja|he set fire to the old house
conductor	driver, conductor	el conductor del autobus gritó los nombres de las paradas|the driver of the bus yelled out the names of the stops
artificial	artificial	los fotógrafos usan luz artificial para iluminar las escenas|photographers use artificial light to illuminate scenes
mediodía	noon, midday	deban celebrarse a mediodía o a primera hora de la tarde|they should celebrate at midday or at one in the afternoon
guerrero	warrior, soldier	muchos guerreros pueden morir en la guerra|many warriors die in war
hielo	ice	todo esto ya es agua y nieve, el hielo se está fundiendo|all of this is water and snow, the ice is melting
audiencia	audience, hearing	agradeció los aplausos de la audiencia|she acknowledged the applause from the audience
posesión	possession	están en posesión de armas ilegales|they are in possession of illegal weapons
emperador	emperor	durante el reinado del emperador romano Constantino el Grande|during the reign of the roman emperor Constantine the Great
asignar	to assign, allocate	la profesora asignó cada estudiante a un escritorio específico|the teacher assigned each student to a specific desk
educar	to educate	el objetivo principal es educar a la gente|the main goal is to educate the people
mero	mere	aquellas palabras no eran un mero sermón de púlpito|those words were not just a sermon from the pulpit
prever	to foresee, anticipate, forecast	no podíamos prever cuál sería nuestro destino|we couldn’t foresee what our destiny would be
involucrar	to involve	Podemos involucrarnos todos a combatir la corrupción.|We can all get involved in fighting corruption.
expectativa	expectation, hope, prospect	pueden crear falsas expectativas en los pacientes|they can create false expectations in patients
homenaje	homage, tribute	rindió homenaje a la patria|he paid tribute to the fatherland
gratuito	free, arbitrary, gratuitous	la enseñanza primaria era gratuita y obligatoria|primary education was free and compulsory
policial	police	hay una investigación policial del delito|there is a police investigation of the crime
ejecución	performance, execution	eliminar los obstáculos que impidieran la ejecución de este plan|get rid of the obstacles that hindered the execution of this plan
entrabar	to obstruct	no me voy a entrabar en discusiones sobre si me invitan o no|I’m not going to get stuck in arguments about whether they invite me or not
barra	bar, rod, rail	Está reforzado por el borde superior con una barra metálica.|It is reinforced on top with a metal bar.
designar	to designate	se desginaron Salvador para el cargo|Salvador was designated as the position
aparentemente	apparently	pasó una pareja aparentemente feliz|he passed an apparently happy couple
pico	y p.: and a bit; beak, peak	a través de estos cuarenta y pico años|over these forty or so years
tormenta	storm	el calor tardío y el cielo plomizo amenazan tormenta|the recent heat and the heavy sky threaten a storm
herencia	inheritance, legacy	ese anillo era una herencia de su bisabuela nórdica|that ring was an inheritance from her Nordic grandmother
ejecutivo	executive, manager	el ejecutivo se sintió obligado a responder a cada asunto laboral|the executive felt obligated to respond to each labor issue
picar	to bite, sting, itch	Está preguntándose qué bicho la picaba.|She is wondering what bug stung her.
estimular	to stimulate, encourage	yo no escribo para estimular la imaginación de nadie|I do not write to stimulate the imagination of anyone
mortal	mortal, lethal, deadly	es enemigo mortal de la Sociedad de Prensa Libre|it is the mortal enemy of Society of Freedom of the Press
aliento	breath, courage, spirit	podrían haber dado un nuevo aliento de vida a esta ciudad magnífica|they could have given a new lease on life to this magnificent city
iluminar	to illuminate, light up	un rayo de sol poniente vino a iluminar la vieja mesa|a ray of light from the setting sun illuminated the old table
exclamar	to exclaim	Qué voy a hacer, exclamó el hombre en estado de shock|“What am I going to do,” exclaimed the man, in a state of shock
sencillamente	simply	la leo porque sencillamente me gusta|I read it simply because I like it
solar	solar	miraba los efectos de la luz solar sobre la densa niebla|he watched the effects of the sunlight on the dense fog
catedral	cathedral	estudiaba la architectura gótica de la catedral|he studied the Gothic architecture of the cathedral
impresionar	to impress	a mí no me impresionó tanto la escena final|the final scene did not impress me much
príncipe	prince	el heredero es su hijo mayor, Carlos, príncipe de Gales|the heir is his eldest son, Charles, prince of Wales
pensión	boarding house	vivía en una pensión con actrices y bohemios|I lived in a boarding house with actresses and bohemians
coro	choir, chorus	es un tenor que cantaba en el coro con acompañamiento de orquesta|he is a tenor that sang in the chorus with orchestral accompaniment
pelea	fight, quarrel	esa pelea entre nosotros nunca se resolverá|that fight between us will never be resolved
bloque	block	Viven en el bloque de apartementos en la calle San Fernando.|They live in the apartment building on San Fernando street.
renovar	to renew, renovate	trataban de dormir un poco para renovar sus fuerzas|they tried to sleep a little to renew their strength
dictadura	dictatorship	denunciaron al gobierno de Castro como una dictadura totalitaria|they denounced Castro’s government as a totalitarian dictatorship
orgulloso	proud, arrogant	era orgulloso como un pavo real|he was as proud as a peacock
cuchillo	knife	se le cortó el dedo con cuchillo afinado|he cut his finger with the sharp knife
longitud	length, longitude	los marineros se fijaron en su latitud y longitud|the sailors watched their latitude and longitude
joder	to f**k, screw (around/up)	¡Joder! ¡No es tan complicado!|F**k! It’s not that complicated!
agujero	hole, opening	había un agujero en la capa de ozono, situado sobre el antártico|there was a hole in the ozone layer, situated above the Antarctic
masivo	mass, massive	hay una masiva protesta en la plaza mayor hoy|there is a massive protest in the main plaza today
anotar	to annotate, jot, note	anota lo que encontró en el primer papel blanco|he wrote down what he found on the first blank page
doloroso	painful	como parecía ser un tema doloroso para él, no le pregunté nunca|as it seemed to be a painful subject for him, I never asked him
sumamente	extremely, highly	su esposo es un hombre sumamente ocupado|her husband is an extremely busy man
hacienda	ranch	desde el corral de la hacienda llegaban ruidos de gansos|the noise of the geese came from the corral of the ranch
romántico	romantic	Tiene un alma muy romántico.|He has a very romantic soul.
constantemente	constantly	ese niño debe ser vigilada constantemente|that child must be constantly watched
trece	thirteen	once, doce, trece . . . ¡Este reloj está loco de remate!|eleven, twelve, thirteen . . . This watch is completely crazy!
opuesto	opposite, contrary	huía hacia la orilla opuesta|he fled to the opposite bank
destrucción	destruction	la contaminación y la destrucción de la naturaleza es casi inevitable|pollution and the destruction of nature is almost inevitable
pariente	relative	no tenía amigo ni pariente en quien confiar|I didn’t have a friend or a relative in whom I could trust
brotar	to sprout	había visto brotar y crecer cada una de sus plantas|he had seen each and every one of his plants sprout and grow
guitarra	guitar	Yo soy músico. Toco el clarinete y la guitarra.|I am a musician. I play the clarinet and the guitar.
inmóvil	immovable, motionless	él está ahí, quieto, inmóvil|there he is, still, motionless
amable	kind, nice, friendly	con una amplia, amable sonrisa y cálidas palabras de felicitación|with a wide, friendly smile and warm words of congratulations
separación	separation	no hay separación de poderes, es una monarquía absoluta|there is no separation of powers, it is an absolute monarchy
grabación	recording	una nueva grabación de los «cinco conciertos» de Beethoven|a new recording of the “five concerts” of Beethoven
fingir	to feign, pretend	era capaz de engañar y fingir inocencia|he was capable of deceiving and pretending to be innocent
celebración	celebration	la llegada de la primavera era una celebración especial|the arrival of spring was a special celebration
necesariamente	necessarily	no implica necesariamente un desacuerdo|it does not necessarily imply a disagreement
calma	calm, lull	entretanto, necesitas calma y paciencia|meanwhile, you need calm and patience
descripción	description	¿Podría hacer una descripción del pueblecito ese?|Could you give a description of that village?
músculo	muscle	consiste en flexionar los músculos de tu cuerpo, para relajarlos después|it consists of flexing the body’s muscles, so that you can relax them later
dependencia	dependence, dependency	Ese país tiene una dependencia fuerte en petróleo.|That country has a major dependence on oil.
rendimiento	yield, output, efficiency	trabaja para mejorar el rendimiento de las plantaciones agrícolas|he works in order to improve the performance of the agricultural plantations
cuadra	(city) block	el auto estaba estacionado a dos cuadras de la casa|the car was parked two blocks from the house
recomendación	recommendation	tomé en serio la recomendación del médico: ejercicio moderado|I took the doctor’s recommendation seriously: moderate exercise
impresionante	impressive, astonishing	es un libro impresionante, por la grandeza épica de algunos relatos|it is an impressive book due to the epic greatness of some of the stories
medicamento	medicine, drug	no quiero tomar todos esos medicamentos que el doctor me recetó|I don’t want to take all these medicines that the doctor prescribed
asistencia	attendance, assistance	habría reunión familiar y mi asistencia era importante|I had a family reunion and my attendance was important
rogar	to implore, pray, ask	quisiera rogarle que nos preste su valiosa ayuda|he wanted to ask him to lend us his valuable assistance
fiebre	fever, excitement	una fiebre me hizo arder la cabeza|a fever made my head burn
aproximar	to come near, closer	se aproximó al mostrador e hizo su pedido|she came up to the counter and made her request
respiración	respiration, breath	Su respiración es rítmica. ¿Duerme?|Her breathing is rhythmic. Is she sleeping?
explotación	exploitation, cultivation	lamentamos la explotación del hombre por otro|we regret the exploitation of one man by another
despacho	office, study	ayer entró el expediente de divorcio en el despacho del juez|yesterday he submitted the divorce decree to the judge’s office
clasificar	to classify, sort, file	no podemos clasificar esta obra ni como novela corta, ni como cuento|we cannot classify this work as either a short novel or a story
dieciocho	eighteen	a los dieciocho años se fue de su hogar|when she was eighteen, she left home
emocional	emotional	pueden originar estrés emocional y vergüenza|they can cause emotional stress and embarrassment
voluntario	voluntary, volunteer	fue un exiliado voluntario de su patria|he was a voluntary exile from his country
brasileño	Brazilian	Ese hombre allí se llama Chris; es brasileño y muy guapo.|That man over there is named Chris; he is Brazilian and very handsome.
enfrentamiento	confrontation	se produce a través de un enfrentamiento con el enemigo más próximo|it takes place through a confrontation with the closest enemy
primavera	spring, springlike	la primavera es la estación más bella|spring is the most beautiful season
imprimir	to print	imprimió una copia, la empaquetó y se la mandó a su editor|he printed a copy, packaged it, and sent it to his editor
cintura	waist	este vestido me queda grande de cintura|this dress is too big for me around the waist
adicional	additional	además de esto hay un ingrediente adicional|besides that, there is an additional ingredient
experimento	experiment	hizo el experimento con partículas físicas|he did the experiment with particle physics
ajustar	to adjust, tighten	ajustó un botón de la chaqueta|he adjusted a button on his jacket
mediado	mid, middle	a mediados de abril volví del trabajo|I will return from work in the middle of April
elegante	elegant, smart, stylish	Era una casa muy elegante, rodeada de un gran parquet.|It was a very stylish house, surrounded by a large park.
falda	skirt	lleva la falda a la altura de las rodillas|she is wearing a knee-length skirt
defensor	defender	practicaba la abogacía y era defensor de pobres|he practiced law and was the defender of the poor
sensible	sensitive, sentient	tiene el alma fuerte, sensible a todas las emociones del amor|she has a strong soul, sensitive to all emotions of love
ansiedad	anxiety	el sentimiento de separación genera una gran ansiedad|the feeling of separation causes great anxiety
operativo	operative, operational	Este formato se puede utilizar en cualquier sistema operative.|This format can be used in any operating system.
competir	to compete	sabe que tiene que competir con calidad y variedad|he knows that he has to compete with quality and variety
proclamar	to proclaim	en 1810 se proclamó la independencia de Ecuador|in 1810 independence was proclaimed in Ecuador
orgánico	organic	el estilo orgánico está derivado de formas naturales|the organic style is derived from natural forms
excesivo	excessive	el coche corría a excesiva velocidad|the car drove at excessive speed
motivar	to motivate, cause	Es lo que motivó su protesta.|It is what motivated their protest.
infierno	hell, inferno	había un calor de infierno allí|it was hot as hell in there
excepto	except (for)	no sabía nadie, excepto ella|nobody knew, except for her
infección	infection	la infección degeneró en gangrena|the infection turned into gangrene
ciudadanía	citizenship, citizens	a nivel municipal ayudan a la ciudadanía con programas especiales|at the local level, special programs help the citizenry
intercambio	exchange, interchange	Soy parte de un club internacional de intercambio de postales antiguas.|I belong to an international antique stamp club.
poético	poetic	es una interesante descripción, llena del lenguaje poético|it is an interesting description, full of poetic language
barba	beard	Está disfrazado con una peluca y una barba, para no ser reconocido.|He is disguised in a wig and a beard so that he won’t be recognized.
hueco	hole, cavity	ambos derivados del latín «cavea» («sitio hueco» o «cueva»)|both come from the Latin “cavea” (“hollow place” or “cave”)
modificación	modification, alteration	proponen una modificación de la ley|they are proposing a modification of the law
cooperación	cooperation	abre el camino a nuevas formas de cooperación|he opens the path for new types of cooperation
resaltar	to emphasize	hay que resaltar el valor de estos pilotos|you have to emphasize the bravery of those pilots
aconsejar	to advise, counsel	le aconsejó que conservara la calma y leyera un libro|he advised her to keep calm and read a book
patrimonio	patrimony, inheritance	perdió su patrimonio personal en la caída del mercado|he lost his personal inheritance in the stock market crash
tapar	to cover, wrap	no gritó porque Pablo le había tapado la boca con la mano|he didn’t scream because Pablo had covered his mouth with his hand
masculino	masculine, manly, male	aunque la palabra «el problema» termina en «A», es un sustantivo masculino|even though the word “el problema” ends in an “A,” it is a masculine noun
selva	forest, jungle	hay tucanes y guacamayos en la selva tropical|there are toucans and macaws in the tropical rainforest
asociado	associated	con todos los problemas asociados a esa decisión|with all the problmens associated with that decision
esquema	outline, diagram, plan	no hay ninguna decisión porque no hay un esquema de privatización|no decision has been made because there is still not a privatization outline
cansancio	tiredness, weariness	estoy muerta de cansancio|I am dead tired
aporte	contribution	la humanidad espera nuestro aporte a la civilización y a la cultura|humanity awaits our contribution to civilization and culture
panorama	panorama, landscape	el desierto era un panorama desolador|the desert was a desolate scene
cuero	leather, skin	Está lleno de pequeñas piezas de cuero, plástico, madera y metal.|It is filled with small pieces of leather, plastic, wood, and metal.
vaca	cow	¿Qué productos se hacen con la leche de las vacas?|What products do you get from cows’ milk?
primitivo	primitive	se sitúan estéticamente entre lo primitivo y lo refinado|they are situated aesthetically between the primitive and the refined
tronco	trunk, torso	el árbol crecía, le salían más ramas del tronco joven|the tree grew, more branches came out of the young trunk
integración	integration	la aeronáutica acelera el ciclo de integración global|aeronautics is accelarating the cycle of global integration
privilegio	privilege	por años he tenido el privilegio de ser su confidente|for years I have had the privilege of being his confidant
especialidad	specialty, specialized field	le preguntan sobre su especialidad y profesión|they asked him about his specialization and profession
musulmán	Moslem, Muslim	en un país musulmán lapidan a una mujer por adulterio|in a Muslim country a woman is stoned for adultery
ahogar	to drown, choke, flood	desafortunadamente se ahogó durante la inundación|unfortunately he drowned during the flood
totalidad	whole, totality	un incendio destruyó en su totalidad el convento|a fire destroyed the whole convent
abundante	abundant, plentiful	la zona húmeda tiene abundante vegetación|the humid zone has abundant vegetation
infraestructura	infrastructure	Me preocupa la infraestructura de la ciudad y el crecimiento commercial.|I’m worried about the city’s infracstructure and commercial growth.
administrar	to administer, manage	sus hijos sabían administrar el negocio|his children knew how to manage the business
bebida	drink, beverage	los pacientes que consumen más de un refresco por día son más gordos|the patients that consume more than one soda per day are fatter
enfoque	focus, approach	es un enfoque muy científico sobre la historia|it is a very scientific approach to history
sensibilidad	sensitivity	la sensibilidad es inherente a la naturaleza humana|sensitivity is inherent in human nature
revés	al r.: backwards, upside down, inside out	¿Qué le parece si hacemos las cosas al revés?|How about if we do things backwards?
cumplimiento	fulfillment, compliment	tiene el objeto de implementar el cumplimiento de la nueva legislación|his objective is implementing compliance of the new legislation
particularmente	particularly, personally	los problemas eran particularmente los de su época|the problems were particularly those of his time
feria	fair, festival	se dirigía a la feria que todos los domingos se realizaba en el pueblo|he was headed to the fair that the town had every Sunday
avanzado	advanced	tenía el solicitante un cáncer muy avanzado|the applicant had a very advanced cancer
evolucionar	to evolve, develop	Homo sapiens evolucionaron hace 500.000 años|Homo sapiens evolved 500,000 years ago
uniforme	uniform	dibujó edificios de igual altura y uniforme arquitectura|he drew buildings of equal height and uniform architecture
brillo	shine, twinkling, sparkle	es como si tuviera el brillo de los ojos extinguidos|it is as if the the sparkle had gone from her eyes
limitación	limitation	Es un hombre con grandes sueños pero obvias limitaciones.|He is a man with great dreams but obvious limitations.
decreto	decree, order	la universidad fue creada por un decreto público|the university was created by a public decree
vigilar	to watch over, guard	debemos tomar precauciones porque la policía nos está vigilando|we should be careful because the police are watching us
reducido	reduced, limited	fue después de eso que quedé así, enérgico e inspirado|it was after that, that I felt so energetic and inspired
ternura	tenderness	me miró con ternura|she looked at me with tenderness
fortalecer	to fortify	el rey tomó medidas para fortalecer su autoridad|the king took measures to strengthen his authority
lesión	injury, wound, harm	trataba de desinfectar la lesión con un algodón chorreando alcohol|he tried to disinfect the wound with a cotton ball dripping with alcohol
trozo	piece, chunk	le corta en pedacitos un trozo de carne para que los coma|he cut the piece of meat into small bits to eat them
imitar	to imitate, copy, mimic	Goethe se propuso imitar la libertad estilística de Shakespeare|Goethe set out to imitate the stylistic freedom of Shakespeare
desesperación	desperation, exasperation	era una desesperación no poder darles la solución justa|it was exasperating to be unable to give them a just solution
tabaco	tobacco, cigarette, cigar	el tabaco es el ingrediente principal en cigarrillos|tobacco is the main ingredient in cigarettes
ejemplar	copy, issue	Howard es un esposo ejemplar|Howard is an exemplary husband
culto	worship, cult	por eso es que el culto a Dionisio estaba tan perseguido|that is why the cult of Dionysus was so persecuted
petición	request, petition	Anita estuvo indecisa en aceptar su petición de matrimonio|Anita was indecisive in accepting his marriage proposal
exhibir	to exhibit, show off	ningún proceso puede exhibir una gama tan amplia de aplicaciones|no process can display such a wide range of applications
morder	to bite	el perro me mordió la pierna|the dog bit my leg
psicológico	psychological	el niño tenía muy pocos estímulos psicológicos y sensoriales|the child had few psychological and sensory stimuli
mina	mine	parece la entrada a una mina de carbón|it looks like the entrance to a coal mine
gigante	giant	tienen gran variedad de tamaños, desde gigantes a pequenãs|they have a great variety of sizes, from gigantic to small
bola	ball, sphere	¿Puedes ver mi futuro en la bola de cristal?|Can you see my future in the crystal ball?
telefónico	telephone	Es el primer cable telefónico submarino transoceánico del mundo.|It is the world’s first transoceanic underwater telephone cable.
campeón	champion	como deportista fue campeón sudamericano de baloncesto|as an athlete, he was a South American basketball champion
tesoro	treasure, thesaurus	Miraba las mi puntos de oro de las estrellas, como un tesoro intocable.|He looked at the thousand points of light of the stars, like an untouchable treasure.
rival	rival	su primer rival no tardó en lanzar un grito de combate|his first opponent did not take long to launch a battle cry
traducción	translation	es una traducción al inglés de una versión latina|it is a translation to English from a Latin version
enfocar	to focus	permite enfocar una imagen sobre la película|it allows you to focus on a single image on the film
turista	tourist	me hospedé como un turista en un pequeño hotel de la playa|I stayed as a tourist in a small hotel on the beach
barro	clay, mud	lo mezclaron con arena y formaron un barro rico en compuestos orgánicos|they mixed it with sand and formed a clay rich in organic compounds
culpable	guilty	me siento culpable de lo que pasó|I feel guilty for what happened
comandante	commander, commanding officer	el Comandante era un ex teniente, expulsado del Ejército|the commander was an ex lieutenant thrown out of the army
definido	definite	tenía la sensación de andar hacia algo definido y concreto|I had the sensation of walking into something definite and concrete
variable	variable, changeable	puede tener una duración variable (días o meses)|it can have a changeable duration (days or months)
noticias	news	¿Porqué no mandas noticias breves de lo que está pasando?|Why don’t you send brief news accounts about what is happening?
absorber	to absorb, soak up	Es incapaz aún de absorber la magnitud de su fracas.|He is still unable to absorb the magnitude of his failure.
porqué	reason, cause	en ese momento entiendió el porqué de la celebración|in that moment he understood the reason for the celebration
multiplicar	to multiply	el ruido del disparo se multiplica millones de veces|the noise of the shot was multiplied millions of times
pendiente	slope, descent, earring	había perdido sus pendientes de perla|she had lost her pearl earrings
coalición	coalition	Nos acompaña una gran coalición de países en contra del terrorismo.|We are joined by a large coalition of nations against terrorism.
copiar	to copy	las imágenes se hacían difíciles de copiar o dibujar|the images made it difficult to copy or draw
caña	cane, reed	la caña del bambú crece siempre hacia arriba|the bamboo cane grows ever upward
presa	dam, prisoner (f)	la construcción de una presa aquí formará un lago allí|the construction of a dam here will form a lake over there
desafío	challenge, provocation	se burlaban de él como un desafío personal|they mocked him as a personal challenge
encendido	turned on, burning	las luces están encendidos|the lights are turned on
seda	silk	su blusa de seda flotando en el aire|her silk blouse floated in the air
consenso	consensus, consent	El acuerdo o consenso común dirige el poder colegiado.|The authority of the association comes from agreement or common consent.
obispo	bishop	el papa tiene muchos títulos: obispo de Roma, vicario de Cristo, etc.|the Pope has a lot of titles: Bishop of Rome, Vicar of Christ, etc.
localidad	town, locality	vive en una localidad situada al otro lado de la frontera|he lives in a town on the other side of the border
chocar	to crash into, collide with	oigo el ruido de la bola al chocar contra la pared|I hear the sound of a ball hitting the wall
radical	radical	he sido radical en mis ideas y actitudes|I have been radical in my ideas and attitudes
ligar	to tie, link, bind	el lazo que ligaba al perro se fue estrechando|the rope that tied the dog was stretched out
sonoro	loud, resounding	lo dijeron en voz alta y sonora que produjo una resonancia|they said it in a loud and resounding voice that produced resonance
exigencia	requirement, demand	el gobierno abolió la exigencia del visado para entrar en el país|the government abolished visa requirements for entering the country
variación	variation	presentan una gran variación en el tamaño y en el peso|they show a great variation in size and weight
cierre	zipper, closing	el cierre de la mochila reventó y se voló el contenido|the zipper on the backpack burst and the contents flew out
últimamente	lately, recently	Últimamente el frío de la noche ha matado mis flores.|Lately, the night cold has killed my flowers.
conveniente	convenient	en el momento oportuno y en el lugar conveniente|in the right place, at the right time
don	courtesy title (m), Mr., gift	buenos días, don Lopez|good morning, Mr. Lopez
pasajero	passenger	temo que el sueño pasajero nunca vuelva más|I am afraid that the fleeting dream will not return
nervio	nerve	los impulsos se transmiten de un nervio a otro|the impulses are transmitted from one nerve to another
rodar	to roll, run, scatter	las lágrimas siguieron rodando sobre sus mejillas|the tears continued rolling down her cheeks
clasificación	classification	ordenadas según el sistema de clasificación norteamericano|organized according to the North American classification system
biológico	biological	la madre biológica siempre tiene una conexión a su niño|the biological mother always has a connection to her child
fragmento	fragment, passage	se descubrió un pequeño fragmento de meteorito en el Pacífico|a small meteor fragment was discovered in the Pacific
rubio	blond, fair	es de la turista blanco y rubio de por allá|it belongs to the blond white tourist over there
sembrar	to sow, plant	siempre siembro 30 narcisos cada otoño|each fall I always plant 30 daffodils
combustible	fuel	algún tipo de combustible (como el gas) lo mantenía caliente|some type of fuel (like gas) keeps it warm
extrañar	to miss, long for	me iba a extrañar porque se había acostumbrado a mis visitas|she was going to miss me because she had become accustomed to my visits
igualdad	equality	exigimos igualdad de oportunidades para todo el mundo|we demand equality of opportunity for everyone
enseguida	immediately, at once	comprenderá enseguida por qué vengo por el patio|he will understand immediately why I’m coming through the patio
violación	violation, rape	la violación de la privacidad de los ciudadanos por el espionaje|the violation of citizens’ privacy through espionage
apostar	to wager, bet	a él nunca le gustó apostar en las carreras|he never liked to bet on the races
servidor	servant	él no era más que servidor de esos poderosos|he was no more than a servant to those powerful people
fomentar	to foster, promote, encourage	Hablaron con el afán de fomentar la cooperación entre las naciones.|They spoke with the aim of promoting cooperation among nations.
utilidad	usefulness, utility	¡Lo robarán todo y no será de utilidad para nadie!|They stole everything and it won’t be useful to anyone!
luminoso	bright, luminous	Miraban un cielo luminoso y claro.|They looked at the bright and clear sky.
duración	duration, length	el programa tiene duración de media hora|the program is a half hour in length
